Abr,Course,Section,Title,Quarter,Year,Day and Time,Instructor,E1,S1,P1,E2,S2,P2,E1(N),S1(N),P1(N),E2(N),S2(N),P2(New),E3,S3,P3,E4,S4,P4
,39002,1,Strategic Leadership in Management Networks,Winter,2021,"Thursday, 1:30 -  4:30","Burt, Ronald",69,1,0,70,CLO,5099,70,CLO,N/A,70,CLO,N/A,70,CLO,3501,,,
,39002,2,Strategic Leadership in Management Networks,Winter,2021,"Friday, 8:30 - 11:30","Burt, Ronald",44,26,0,70,CLO,0,70,CLO,N/A,70,CLO,N/A,70,CLO,3308,,,
tum2019 41000,41000,81,Business Statistics,Autumn,2019,"Thursday, 6:00 -  9:00","Liang, Tengyuan",17,48,0,16,49,0,25,40,0,27,38,0,27,38,0,,,
nte2017 39005,39005,1,Strategic Leadership in Management Networks ?,Winter,2017,"Friday, 8:30 - 11:30","Burt, Ronald",35,30,0,39,26,0,39,26,-1,39,26,-1,42,23,0,47,18,0
nte2017 39006,39006,1,Advanced Topics in Management Networks ?,Winter,2017,"Friday, 8:30 - 11:30","Burt, Ronald",13,52,0,16,49,0,16,49,-1,16,49,-1,15,50,0,15,50,0
rin2017 39100,39100,1,Augmented Intelligence ?,Spring,2017,"Wednesday, 1:30 -  4:30","Evans, James",65,CLO,1,65,CLO,1111,65,CLO,-1,65,CLO,-1,65,CLO,538,65,CLO,6666
mme2020 41000,41000,81,Business Statistics,Summer,2020,"Friday, 6:00 -  9:00","McCulloch, Robert",29,36,0,27,38,N/A,57,8,0,55,10,0,52,13,0,,,
mme2020 41000,41000,85,Business Statistics,Summer,2020,"Saturday, 9:00 - 12:00","McCulloch, Robert",5,60,0,3,62,N/A,7,58,0,7,58,N/A,15,50,0,,,
tum2016 41000,41000,85,Business Statistics,Autumn,2016,"Saturday, 9:00 - 12:00","Polson, Nicholas",18,47,0,17,48,0,26,39,0,29,36,0,37,28,0,38,27,0
tum2016 41000,41000,86,Business Statistics,Autumn,2016,"Saturday, 1:30 -  4:30","Polson, Nicholas",9,56,0,12,53,0,56,9,0,56,9,0,65,CLO,0,61,4,0
rin2017 39100,39100,2,Augmented Intelligence ?,Spring,2017,"Wednesday, 1:30 -  4:30","Evans, James",28,37,0,45,20,0,45,20,-1,45,20,-1,50,15,0,57,8,0
tum2017 41000,41000,85,Business Statistics,Autumn,2017,"Saturday, 9:00 - 12:00","Polson, Nicholas",7,58,0,7,58,-1,32,33,0,30,35,-1,30,35,0,37,28,0
tum2018 41000,41000,85,Business Statistics,Autumn,2018,"Saturday, 9:00 - 12:00","Polson, Nicholas",5,60,0,5,60,-1,31,34,0,19,46,0,26,39,0,24,41,-1
tum2019 41000,41000,85,Business Statistics,Autumn,2019,"Saturday, 9:00 - 12:00","Polson, Nicholas",8,57,0,8,57,0,40,25,0,36,29,N/A,42,23,0,,,
tum2016 39101,39101,1,Technology Strategy,Autumn,2016,"Friday, 1:30 -  4:30","Knez, Marc",55,10,0,62,3,0,65,CLO,2347,65,CLO,-1,62,3,0,55,10,0
tum2020 41000,41000,85,Business Statistics,Autumn,2020,"Saturday, 9:00 - 12:00","Polson, Nicholas",9,56,0,8,57,N/A,19,46,0,25,40,1,26,39,0,,,
tum2017 39101,39101,1,Technology Strategy,Autumn,2017,"Friday, 1:30 -  4:30","Knez, Marc",52,13,0,51,14,0,64,1,0,65,CLO,2354,65,CLO,4000,65,CLO,2078
tum2018 39101,39101,1,Technology Strategy,Autumn,2018,"Monday, 8:30 - 11:30","Knez, Marc",65,CLO,101,65,CLO,2050,65,CLO,-1,65,CLO,-1,65,CLO,3888,65,CLO,-1
tum2016 41000,41000,82,Business Statistics,Autumn,2016,"Wednesday, 6:00 -  9:00","Russell, Jeffrey",12,53,0,14,51,0,44,21,0,61,4,0,65,CLO,689,65,CLO,-1
tum2019 39101,39101,1,Technology Strategy,Autumn,2019,"Monday, 8:30 - 11:30","Knez, Marc",70,CLO,1012,70,CLO,10000,70,CLO,N/A,70,CLO,N/A,70,CLO,6777,,,
tum2020 39101,39101,1,Technology Strategy,Autumn,2020,"Wednesday, 8:30 - 11:30","Knez, Marc",65,CLO,25,65,CLO,3118,65,CLO,N/A,65,CLO,N/A,65,CLO,3531,,,
tum2017 41000,41000,82,Business Statistics,Autumn,2017,"Tuesday, 6:00 -  9:00","Russell, Jeffrey",14,51,0,13,52,-1,59,6,0,53,12,0,65,CLO,800,65,CLO,-1
rin2018 39103,39103,1,Augmented Intelligence,Spring,2018,"Wednesday, 1:30 -  4:30","Evans, James",47,18,0,65,CLO,129,65,CLO,-1,65,CLO,-1,61,4,0,57,8,0
tum2018 41000,41000,82,Business Statistics,Autumn,2018,"Tuesday, 6:00 -  9:00","Russell, Jeffrey",39,26,0,37,28,0,65,CLO,253,65,CLO,500,65,CLO,4000,65,CLO,5891
tum2018 39600,39600,60,Workshop in Organizations and Markets,Autumn,2018,"Tuesday, 3:00 -  5:00","Bergemann, Patrick",0,24,0,0,24,-1,0,24,-1,0,24,-1,1,23,0,1,23,-1
tum2019 41000,41000,82,Business Statistics,Autumn,2019,"Thursday, 6:00 -  9:00","Sokolov, Vadim",26,39,0,26,39,N/A,36,29,0,39,26,0,57,8,0,,,
tum2019 39600,39600,60,Workshop in Organizations and Markets,Autumn,2019,"Tuesday, 3:00 -  4:30","Bergemann, Patrick",0,32,N/A,0,32,N/A,0,32,N/A,0,32,N/A,1,31,0,,,
rin2017 39600,39600,60,Workshop in Organizations and Markets,Spring,2017,"Tuesday, 3:00 -  4:30","Burt, Ronald",0,65,0,0,65,-1,0,65,-1,0,65,-1,0,65,-1,0,65,-1
rin2019 39600,39600,60,Workshop in Organizations and Markets,Spring,2019,"Tuesday, 3:00 -  4:30","Burt, Ronald",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A
tum2016 41100,41100,85,Applied Regression Analysis,Autumn,2016,"Saturday, 1:30 -  4:30","Farrell, Max",28,37,0,28,37,0,40,25,0,42,23,0,43,22,0,45,20,0
rin2020 39600,39600,60,Workshop in Organizations and Markets,Spring,2020,"Tuesday, 3:00 -  4:30","Burt, Ronald",0,32,N/A,0,32,N/A,0,32,N/A,0,32,N/A,0,32,N/A,0,32,N/A
tum2016 39600,39600,1,Workshop in Organizations and Markets,Autumn,2016,"Tuesday, 3:00 -  4:30","Chu, Johan",0,65,0,0,65,-1,0,65,-1,0,65,-1,0,65,-1,0,65,-1
tum2017 41100,41100,81,Applied Regression Analysis,Autumn,2017,"Monday, 6:00 -  9:00","Farrell, Max",21,44,0,21,44,0,31,34,0,29,36,-1,33,32,0,32,33,-1
tum2017 39600,39600,60,Workshop in Organizations and Markets,Autumn,2017,"Tuesday, 3:00 -  4:30","Chu, Johan;Sharkey, Amanda",0,65,0,0,65,-1,0,65,-1,0,65,-1,0,65,-1,0,65,-1
tum2018 41100,41100,81,Applied Regression Analysis,Autumn,2018,"Friday, 6:00 -  9:00","Farrell, Max",8,57,0,6,59,-1,11,54,0,10,55,-1,9,56,-1,9,56,-1
tum2018 41100,41100,85,Applied Regression Analysis,Autumn,2018,"Saturday, 1:30 -  4:30","Farrell, Max",25,40,0,25,40,0,43,22,0,37,28,-1,31,34,0,31,34,-1
nte2018 39600,39600,60,Workshop in Organizations and Markets,Winter,2018,"Tuesday, 3:00 -  4:30","Evans, James",0,65,0,0,65,-1,0,65,-1,0,65,-1,0,65,-1,0,65,-1
rin2018 39600,39600,60,Workshop in Organizations and Markets,Spring,2018,"Tuesday, 3:00 -  4:30","Pontikes, Elizabeth",0,65,0,0,65,-1,0,65,-1,0,65,-1,0,65,-1,0,65,-1
tum2019 41100,41100,81,Applied Regression Analysis,Autumn,2019,"Wednesday, 6:00 -  9:00","Farrell, Max",16,49,0,14,51,N/A,20,45,0,19,46,N/A,22,43,0,,,
nte2017 39600,39600,60,Workshop in Organizations and Markets,Winter,2017,"Tuesday, 3:00 -  4:30","Sharkey, Amanda",0,65,0,0,65,-1,0,65,-1,0,65,-1,0,65,-1,0,65,-1
tum2020 41100,41100,81,Applied Regression Analysis,Autumn,2020,"Friday, 6:00 -  9:00","Farrell, Max",12,53,0,12,53,0,20,45,0,18,47,N/A,13,52,0,,,
tum2020 41100,41100,85,Applied Regression Analysis,Autumn,2020,"Saturday, 1:30 -  4:30","Farrell, Max",10,55,0,10,55,0,18,47,0,18,47,N/A,14,51,0,,,
rin2019 41100,41100,81,Applied Regression Analysis,Spring,2019,"Friday, 6:00 -  9:00","Smetanina, Ekaterina (Katja)",17,48,0,17,48,N/A,20,45,0,22,43,0,24,41,0,25,40,N/A
rin2019 41100,41100,85,Applied Regression Analysis,Spring,2019,"Saturday, 9:00 - 12:00","Smetanina, Ekaterina (Katja)",17,48,0,11,54,0,14,51,0,14,51,N/A,17,48,0,18,47,0
rin2020 41100,41100,81,Applied Regression Analysis,Spring,2020,"Friday, 6:00 -  9:00","Smetanina, Ekaterina (Katja)",25,40,0,16,49,N/A,20,45,0,19,46,N/A,24,41,0,29,36,0
rin2020 41100,41100,85,Applied Regression Analysis,Spring,2020,"Saturday, 9:00 - 12:00","Smetanina, Ekaterina (Katja)",7,58,0,6,59,0,10,55,0,10,55,N/A,20,45,0,24,41,0
rin2017 41100,41100,81,Applied Regression Analysis,Spring,2017,"Friday, 6:00 -  9:00","Toulis, Panagiotis (Panos)",22,43,0,17,48,0,20,45,0,20,45,0,19,46,0,20,45,0
rin2017 41100,41100,85,Applied Regression Analysis,Spring,2017,"Saturday, 1:30 -  4:30","Toulis, Panagiotis (Panos)",9,56,0,10,55,0,20,45,0,22,43,0,28,37,0,28,37,0
rin2018 41100,41100,82,Applied Regression Analysis,Spring,2018,"Friday, 6:00 -  9:00","Toulis, Panagiotis (Panos)",31,34,0,27,38,0,29,36,0,29,36,-1,27,38,0,26,39,-1
rin2018 41100,41100,85,Applied Regression Analysis,Spring,2018,"Saturday, 9:00 - 12:00","Toulis, Panagiotis (Panos)",14,51,0,16,49,0,26,39,0,26,39,-1,28,37,0,28,37,0
nte2019 39600,39600,60,Workshop in Organizations and Markets,Winter,2019,"Tuesday, 3:00 -  4:30","Sharkey, Amanda",1,64,0,1,64,-1,1,64,-1,1,64,-1,1,64,-1,1,64,-1
nte2020 39600,39600,60,Workshop in Organizations and Markets,Winter,2020,"Tuesday, 3:00 -  4:30","Sharkey, Amanda",0,32,0,0,32,N/A,0,32,N/A,0,32,N/A,0,32,N/A,,,
tum2018 41100,41100,82,Applied Regression Analysis,Autumn,2018,"Tuesday, 6:00 -  9:00","Toulis, Panagiotis (Panos)",21,44,0,20,45,0,24,41,0,22,43,-1,25,40,0,25,40,0
rin2017 40000,40000,1,Operations Management: Business Process Fundamentals,Spring,2017,"Friday, 1:30 -  4:30","Belavina, Elena",64,1,0,65,CLO,2009,65,CLO,-1,65,CLO,-1,65,CLO,2661,65,CLO,10
tum2019 41100,41100,82,Applied Regression Analysis,Autumn,2019,"Friday, 6:00 -  9:00","Toulis, Panagiotis (Panos)",18,47,0,18,47,0,22,43,0,21,44,N/A,26,39,0,,,
tum2019 41100,41100,85,Applied Regression Analysis,Autumn,2019,"Saturday, 9:00 - 12:00","Toulis, Panagiotis (Panos)",12,53,0,9,56,N/A,28,37,0,28,37,N/A,41,24,0,,,
rin2018 40000,40000,1,Operations Management: Business Process Fundamentals,Spring,2018,"Monday, 1:30 -  4:30","Belavina, Elena",65,CLO,2000,65,CLO,4689,65,CLO,-1,65,CLO,-1,65,CLO,-1,65,CLO,8962
tum2016 40000,40000,1,Operations Management: Business Process Fundamentals,Autumn,2016,"Wednesday, 8:30 - 11:30","Caldentey, Rene",52,13,0,64,1,0,65,CLO,5496,65,CLO,2505,65,CLO,0,65,CLO,0
tum2020 41100,41100,82,Applied Regression Analysis,Autumn,2020,"Tuesday, 6:00 -  9:00","Toulis, Panagiotis (Panos)",21,44,0,19,46,N/A,24,41,0,23,42,29,58,7,0,,,
tum2016 40000,40000,2,Operations Management: Business Process Fundamentals,Autumn,2016,"Wednesday, 1:30 -  4:30","Caldentey, Rene",63,2,0,65,CLO,500,65,CLO,-1,65,CLO,-1,65,CLO,1456,65,CLO,1000
tum2017 40000,40000,1,Operations Management: Business Process Fundamentals,Autumn,2017,"Friday, 8:30 - 11:30","Caldentey, Rene",23,42,0,18,47,-1,58,7,0,54,11,0,51,14,0,42,23,0
tum2016 41100,41100,81,Applied Regression Analysis,Autumn,2016,"Tuesday, 6:00 -  9:00","Wu, Jing",21,44,0,18,47,0,21,44,0,23,42,0,15,50,0,14,51,-1
tum2018 40000,40000,1,Operations Management: Business Process Fundamentals,Autumn,2018,"Friday, 8:30 - 11:30","Caldentey, Rene",16,49,0,15,50,0,48,17,0,45,20,0,39,26,0,37,28,0
tum2019 40000,40000,1,Operations Management: Business Process Fundamentals,Autumn,2019,"Friday, 8:30 - 11:30","Caldentey, Rene",24,41,0,33,32,0,53,12,0,64,1,0,54,11,0,,,
tum2017 41100,41100,85,Applied Regression Analysis,Autumn,2017,"Saturday, 1:30 -  4:30","Wu, Jing",5,60,0,8,57,0,19,46,0,17,48,-1,19,46,0,19,46,0
tum2020 40000,40000,1,Operations Management: Business Process Fundamentals,Autumn,2020,"Thursday, 1:30 -  4:30","Caldentey, Rene",70,CLO,2133,70,CLO,9956,70,CLO,N/A,70,CLO,N/A,70,CLO,1222,,,
nte2017 41100,41100,81,Applied Regression Analysis,Winter,2017,"Wednesday, 6:00 -  9:00","Xiu, Dacheng",39,26,0,36,29,-1,43,22,0,43,22,-1,48,17,0,50,15,0
nte2017 40000,40000,1,Operations Management: Business Process Fundamentals,Winter,2017,"Tuesday, 1:30 -  4:30","Candogan, Ozan",65,CLO,1508,65,CLO,6000,65,CLO,-1,65,CLO,-1,65,CLO,3400,65,CLO,-1
nte2018 41100,41100,81,Applied Regression Analysis,Winter,2018,"Wednesday, 6:00 -  9:00","Xiu, Dacheng",24,41,0,25,40,0,35,30,0,33,32,-1,38,27,0,37,28,0
nte2017 40000,40000,2,Operations Management: Business Process Fundamentals,Winter,2017,"Wednesday, 1:30 -  4:30","Candogan, Ozan",65,CLO,1803,65,CLO,5372,65,CLO,-1,65,CLO,-1,65,CLO,6001,65,CLO,3000
nte2019 41100,41100,81,Applied Regression Analysis,Winter,2019,"Tuesday, 6:00 -  9:00","Xiu, Dacheng",26,39,0,29,36,0,36,29,0,35,30,0,41,24,0,49,16,0
nte2018 40000,40000,2,Operations Management: Business Process Fundamentals,Winter,2018,"Thursday, 1:30 -  4:30","Candogan, Ozan",65,CLO,3009,65,CLO,7502,65,CLO,-1,65,CLO,-1,65,CLO,2000,65,CLO,4500
nte2020 41100,41100,81,Applied Regression Analysis,Winter,2020,"Wednesday, 6:00 -  9:00","Xiu, Dacheng",23,42,0,25,40,0,33,32,0,32,33,N/A,47,18,0,,,
nte2018 40000,40000,3,Operations Management: Business Process Fundamentals,Winter,2018,"Friday, 1:30 -  4:30","Candogan, Ozan",65,CLO,0,65,CLO,2000,65,CLO,-1,65,CLO,-1,65,CLO,341,65,CLO,13
nte2019 40000,40000,1,Operations Management: Business Process Fundamentals,Winter,2019,"Tuesday, 1:30 -  4:30","Candogan, Ozan",65,CLO,3812,65,CLO,9000,65,CLO,-1,65,CLO,-1,65,CLO,10000,65,CLO,9000
rin2017 41201,41201,85,Big Data,Spring,2017,"Saturday, 1:30 -  4:30","Rockova, Veronika",63,2,0,65,CLO,853,65,CLO,-1,65,CLO,-1,65,CLO,2100,64,1,0
nte2019 40000,40000,2,Operations Management: Business Process Fundamentals,Winter,2019,"Wednesday, 1:30 -  4:30","Candogan, Ozan",65,CLO,3200,65,CLO,7503,65,CLO,-1,65,CLO,-1,65,CLO,7000,65,CLO,5523
rin2018 41201,41201,81,Big Data,Spring,2018,"Friday, 6:00 -  9:00","Rockova, Veronika",26,39,0,30,35,0,31,34,0,31,34,-1,21,44,0,24,41,0
rin2018 41201,41201,85,Big Data,Spring,2018,"Saturday, 1:30 -  4:30","Rockova, Veronika",28,37,0,21,44,0,22,43,0,22,43,-1,23,42,0,20,45,-1
rin2020 40000,40000,1,Operations Management: Business Process Fundamentals,Spring,2020,"Thursday, 1:30 -  4:30","Candogan, Ozan",65,CLO,4901,65,CLO,12000,65,CLO,N/A,65,CLO,N/A,65,CLO,11514,65,CLO,14003
rin2019 41201,41201,81,Big Data,Spring,2019,"Friday, 6:00 -  9:00","Rockova, Veronika",51,14,0,43,22,0,44,21,0,44,21,N/A,44,21,0,46,19,0
rin2019 41201,41201,85,Big Data,Spring,2019,"Saturday, 1:30 -  4:30","Rockova, Veronika",30,35,0,20,45,0,20,45,N/A,21,44,0,28,37,0,35,30,0
rin2020 40000,40000,2,Operations Management: Business Process Fundamentals,Spring,2020,"Friday, 1:30 -  4:30","Candogan, Ozan",65,CLO,0,65,CLO,7511,65,CLO,N/A,65,CLO,N/A,65,CLO,7501,65,CLO,14668
rin2018 40000,40000,3,Operations Management: Business Process Fundamentals,Spring,2018,"Friday, 1:30 -  4:30","Xin, Linwei",26,39,0,27,38,0,27,38,-1,27,38,-1,25,40,0,20,45,0
rin2020 41201,41201,81,Big Data,Spring,2020,"Wednesday, 6:00 -  9:00","Rockova, Veronika",44,21,0,41,24,0,43,22,0,43,22,N/A,57,8,0,65,CLO,0
rin2019 40000,40000,1,Operations Management: Business Process Fundamentals,Spring,2019,"Thursday, 8:30 - 11:30","Xin, Linwei",65,CLO,1052,65,CLO,8441,65,CLO,N/A,65,CLO,N/A,65,CLO,6076,65,CLO,6778
rin2017 41202,41202,81,Analysis of Financial Time Series,Spring,2017,"Tuesday, 6:00 -  9:00","Tsay, Ruey",9,56,0,10,55,0,12,53,0,12,53,-1,11,54,0,12,53,0
rin2017 40000,40000,2,Operations Management: Business Process Fundamentals,Spring,2017,"Wednesday, 1:30 -  4:30","Zhong, Yuan",65,CLO,600,65,CLO,4052,65,CLO,-1,65,CLO,-1,65,CLO,2101,65,CLO,890
rin2018 41202,41202,81,Analysis of Financial Time Series,Spring,2018,"Tuesday, 6:00 -  9:00","Tsay, Ruey",6,59,0,7,58,0,8,57,0,8,57,-1,9,56,0,21,44,0
nte2018 40000,40000,1,Operations Management: Business Process Fundamentals,Winter,2018,"Thursday, 8:30 - 11:30","Zhong, Yuan",37,28,0,42,23,0,43,22,-1,43,22,-1,33,32,0,31,34,0
rin2019 41202,41202,85,Analysis of Financial Time Series,Spring,2019,"Saturday, 9:00 - 12:00","Tsay, Ruey",15,50,0,14,51,N/A,14,51,N/A,14,51,N/A,13,52,0,25,40,0
rin2019 40000,40000,2,Operations Management: Business Process Fundamentals,Spring,2019,"Friday, 1:30 -  4:30","Zhong, Yuan",24,41,0,36,29,0,36,29,N/A,36,29,N/A,27,38,0,26,39,0
rin2020 41202,41202,81,Analysis of Financial Time Series,Spring,2020,"Wednesday, 6:00 -  9:00","Tsay, Ruey",9,56,0,9,56,N/A,12,53,0,10,55,N/A,11,54,0,35,30,0
nte2020 40000,40000,1,Operations Management: Business Process Fundamentals,Winter,2020,"Thursday, 8:30 - 11:30","Zhong, Yuan",66,4,0,70,CLO,3500,70,CLO,N/A,70,CLO,N/A,70,CLO,633,,,
nte2017 41203,41203,81,Financial Econometrics,Winter,2017,"Tuesday, 6:00 -  9:00","Russell, Jeffrey",35,30,0,30,35,0,30,35,-1,30,35,-1,34,31,0,36,29,0
nte2020 40000,40000,2,Operations Management: Business Process Fundamentals,Winter,2020,"Wednesday, 1:30 -  4:30","Zhong, Yuan",70,CLO,98,70,CLO,2069,70,CLO,N/A,70,CLO,N/A,70,CLO,1320,,,
nte2018 41203,41203,81,Financial Econometrics,Winter,2018,"Wednesday, 6:00 -  9:00","Russell, Jeffrey",36,29,0,34,31,0,34,31,-1,34,31,-1,35,30,0,34,31,0
,40000,1,Operations Management: Business Process Fundamentals,Winter,2021,"Wednesday, 1:30 -  4:30","Candogan, Ozan",65,CLO,4792,65,CLO,9015,65,CLO,N/A,65,CLO,N/A,65,CLO,6023,,,
nte2019 41203,41203,81,Financial Econometrics,Winter,2019,"Wednesday, 6:00 -  9:00","Russell, Jeffrey",27,38,0,24,41,0,27,38,0,26,39,-1,28,37,0,32,33,0
nte2020 41203,41203,81,Financial Econometrics,Winter,2020,"Wednesday, 6:00 -  9:00","Russell, Jeffrey",39,1,0,37,3,0,37,3,N/A,37,3,N/A,36,4,0,,,
tum2020 41203,41203,81,Financial Econometrics,Autumn,2020,"Wednesday, 6:00 -  9:00","Russell, Jeffrey",49,16,0,50,15,0,58,7,0,58,7,N/A,56,9,0,,,
,40000,2,Operations Management: Business Process Fundamentals,Winter,2021,"Thursday, 1:30 -  4:30","Candogan, Ozan",65,CLO,3677,65,CLO,10000,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
nte2017 41204,41204,81,Machine Learning,Winter,2017,"Friday, 6:00 -  9:00","Kolar, Mladen",35,30,0,45,20,0,47,18,0,46,19,-1,58,7,0,56,9,-1
nte2017 41204,41204,85,Machine Learning,Winter,2017,"Saturday, 9:00 - 12:00","Kolar, Mladen",31,34,0,31,34,0,31,34,-1,31,34,-1,33,32,0,34,31,0
nte2017 40101,40101,1,Supply Chain Strategy and Practice,Winter,2017,"Tuesday, 8:30 - 11:30","DeHoratius, Nicole",45,CLO,1,45,CLO,2000,45,CLO,-1,45,CLO,-1,44,1,0,45,CLO,10111
nte2018 41204,41204,81,Machine Learning,Winter,2018,"Friday, 6:00 -  9:00","Kolar, Mladen",57,8,0,56,9,0,56,9,-1,56,9,-1,65,CLO,543,65,CLO,5021
tum2017 40101,40101,1,Supply Chain Strategy and Practice,Autumn,2017,"Wednesday, 2:00 -  5:00","DeHoratius, Nicole",40,CLO,1000,40,CLO,8871,40,CLO,-1,40,CLO,-1,40,CLO,3451,40,CLO,-1
nte2019 41204,41204,81,Machine Learning,Winter,2019,"Friday, 6:00 -  9:00","Kolar, Mladen",64,1,0,65,CLO,100,65,CLO,-1,65,CLO,-1,65,CLO,1500,65,CLO,0
nte2019 40101,40101,1,Supply Chain Strategy and Practice,Winter,2019,"Wednesday, 8:30 - 11:30","DeHoratius, Nicole",65,CLO,111,65,CLO,5183,65,CLO,-1,65,CLO,-1,65,CLO,555,65,CLO,4003
nte2020 41204,41204,81,Machine Learning,Winter,2020,"Friday, 6:00 -  9:00","Kolar, Mladen",29,11,0,32,8,0,34,6,0,34,6,N/A,34,6,0,,,
nte2020 41204,41204,85,Machine Learning,Winter,2020,"Saturday, 1:30 -  4:30","Kolar, Mladen",25,15,0,25,15,0,25,15,N/A,25,15,N/A,36,4,0,,,
tum2019 40101,40101,1,Supply Chain Strategy and Practice,Autumn,2019,"Tuesday, 1:30 -  4:30","Shin, Hyoduk",56,9,0,65,CLO,3135,65,CLO,N/A,65,CLO,N/A,64,1,0,,,
tum2017 41205,41205,81,Data Analysis with R ?,Autumn,2017,"Friday, 6:00 -  9:00","Hahn, P.",21,44,0,19,46,-1,24,41,0,26,39,0,28,37,0,23,42,0
tum2017 41205,41205,85,Data Analysis with R ?,Autumn,2017,"Saturday, 9:00 - 12:00","Hahn, P.",6,59,0,7,58,0,8,57,0,8,57,-1,11,54,0,11,54,0
,40101,1,Supply Chain Strategy and Practice,Winter,2021,"Monday, 1:30 -  4:30","DeHoratius, Nicole",53,12,0,65,CLO,3119,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
mme2017 41301,41301,81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Summer,2017,"Tuesday, 6:00 -  9:00","Gilula, Zvi",40,CLO,4299,40,CLO,12242,40,CLO,-1,40,CLO,-1,40,CLO,7500,40,CLO,37171
nte2018 40108,40108,1,Revenue Management,Winter,2018,"Thursday, 8:30 - 11:30","Birge, John",32,CLO,1,32,CLO,2,32,CLO,-1,32,CLO,-1,29,3,0,27,5,0
tum2017 41301,41301,81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2017,"Tuesday, 6:00 -  9:00","Gilula, Zvi",22,8,0,23,7,0,23,7,-1,23,7,-1,25,5,0,24,6,0
tum2018 41301,41301,81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2018,"Tuesday, 6:00 -  9:00","Gilula, Zvi",40,5,0,45,CLO,1009,45,CLO,-1,45,CLO,-1,43,2,0,45,CLO,1000
nte2019 40108,40108,1,Revenue Management,Winter,2019,"Wednesday, 1:30 -  4:30","Birge, John",31,34,0,43,22,0,43,22,-1,43,22,-1,34,31,0,32,33,0
tum2019 41301,41301,81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2019,"Wednesday, 6:00 -  9:00","Gilula, Zvi",28,12,0,27,13,0,27,13,N/A,27,13,N/A,32,8,0,,,
mme2020 41301,41301,81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Summer,2020,"Tuesday, 6:00 -  9:00","Gilula, Zvi",34,6,5094,34,6,14998,34,6,N/A,34,6,N/A,40,CLO,7214,,,
nte2020 40108,40108,1,Revenue Management,Winter,2020,"Wednesday, 1:30 -  4:30","Birge, John",35,30,0,43,22,0,43,22,N/A,43,22,N/A,43,22,0,,,
rin2017 40108,40108,1,Revenue Management,Spring,2017,"Wednesday, 8:30 - 11:30","Caldentey, Rene",49,16,0,65,CLO,1,65,CLO,-1,65,CLO,-1,61,4,0,65,CLO,1
,40108,1,Revenue Management,Winter,2021,"Wednesday, 1:30 -  4:30","Birge, John",22,43,0,31,34,0,31,34,N/A,31,34,N/A,34,31,0,,,
tum2016 40110,40110,1,Managing Service Operations,Autumn,2016,"Wednesday, 1:30 -  4:30","Eisenstein, Donald",45,CLO,2461,45,CLO,7048,45,CLO,-1,45,CLO,-1,45,CLO,-1,45,CLO,-1
rin2018 40110,40110,1,Managing Service Operations,Spring,2018,"Wednesday, 1:30 -  4:30","Eisenstein, Donald",45,CLO,3683,45,CLO,13373,45,CLO,-1,45,CLO,-1,45,CLO,29008,45,CLO,-1
tum2018 40110,40110,1,Managing Service Operations,Autumn,2018,"Thursday, 1:30 -  4:30","Eisenstein, Donald",45,CLO,2434,45,CLO,6000,45,CLO,-1,45,CLO,-1,45,CLO,7259,45,CLO,-1
nte2017 40110,40110,1,Managing Service Operations,Winter,2017,"Friday, 8:30 - 11:30","Ryan, Christopher",18,27,0,27,18,0,27,18,-1,27,18,-1,22,23,0,19,26,0
nte2017 40110,40110,2,Managing Service Operations,Winter,2017,"Friday, 1:30 -  4:30","Ryan, Christopher",41,4,0,45,CLO,3567,45,CLO,-1,45,CLO,-1,44,1,0,41,4,-1
tum2017 40110,40110,1,Managing Service Operations,Autumn,2017,"Friday, 1:30 -  4:30","Ryan, Christopher",16,29,0,14,31,0,29,16,0,29,16,0,30,15,0,28,17,0
rin2019 40110,40110,1,Managing Service Operations,Spring,2019,"Wednesday, 8:30 - 11:30","Ryan, Christopher",45,CLO,5500,45,CLO,15712,45,CLO,N/A,45,CLO,N/A,45,CLO,N/A,45,CLO,N/A
rin2019 40110,40110,2,Managing Service Operations,Spring,2019,"Thursday, 8:30 - 11:30","Ryan, Christopher",45,CLO,4668,45,CLO,13648,45,CLO,N/A,45,CLO,N/A,45,CLO,12735,45,CLO,N/A
nte2020 40110,40110,1,Managing Service Operations,Winter,2020,"Wednesday, 1:30 -  4:30","Ward, Amy",45,CLO,3213,45,CLO,6666,45,CLO,N/A,45,CLO,N/A,45,CLO,16000,,,
,40110,1,Managing Service Operations,Winter,2021,"Tuesday, 8:30 - 11:30","Ward, Amy",45,CLO,3214,45,CLO,6873,45,CLO,N/A,45,CLO,N/A,45,CLO,N/A,,,
nte2017 40205,40205,1,Healthcare Data Analytics,Winter,2017,"Friday, 8:30 - 11:30","Adelman, Dan",18,12,0,19,11,0,20,10,0,20,10,-1,17,13,-1,18,12,0
